DR3Name,RA_ICRS,DE_ICRS,SolID,Source,RandomI,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,NewMatchObs,MatchObsrm,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,SDSk1,SDSk2,SDSk3,SDSk4,SDMk1,SDMk2,SDMk3,SDMk4,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,Vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,GLON,GLAT,ELON,ELAT,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,HIP,dHIP,nHIP,f_HIP,PS1coid,PS1,dPS1,nPS1,mPS1,f_PS1,SDSS13coid,SDSS13,dSDSS13,nSDSS13,mSDSS13,f_SDSS13,SKYM2,dSKYM2,nSKYM2,mSKYM2,f_SKYM2,TYC2,dTYC2,f_TYC2,TYC2moid,nTYC2,URAT1,dURAT1,f_URAT1,URAT1oid,nURAT1,mURAT1,AllWISE,dAllWISE,f_AllWISE,AllWISEoid,nAllWISE,mAllWISE,APASS9coid,APASS9,dAPASS9,nAPASS9,mAPASS9,f_APASS9,GSC23,dGSC23,f_GSC23,GSC23coid,nGSC23,mGSC23,RAVE5,dRAVE5,f_RAVE5,RAVE5coid,nRAVE5,2MASS,d2MASS,f_2MASS,2MASScoid,n2MASS,m2MASS,RAVE6,dRAVE6,f_RAVE6,RAVE6oid,nRAVE6,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
"Gaia DR3 3968444090951950720",168.43977088784,14.716847469,1636148068921376768,3968444090951950720,1405689766,1.385,2.7767,4.0008,3.986,1.0037,28.091,-27.695,2.012,-4.701,2.116,-0.0602,-0.0122,0.2,-0.0392,-0.9242,0.1762,0.0179,-0.1738,-0.0354,-0.6138,102,0,102,0,2.0086,131.32307,4.026,2.3805842,95,0,,1.2999,0.3598,-0.077,0.36,-0.346,-0.053,0.05,12,9,3.965719,14,3,1,0.34553516,110.425446,0,0,1.145,0.4811747,0.32550657,0.8070325,0.7825849,-72.013,37.047,-9.625,-24.644,0,0,,,,,,0,,,,,,9,136.4624448484399,12.365924,11.035362,19.410362,0.09846,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",236.62619709689,64.10875525191,163.60024590319,8.97368963051,0,0,0,0,0,0,0,0,0,0,0,0.0,2.1E-5,0.999973,,,,,,,,,,,,,,,,,,,,,,,,,,,1292784069,125661684397890750,0.131836,1,0,8,194020663,1237664132095017813,0.076933,1,0,8,,,,,,,,,,,,,,,,,"J111345.55+144300.8",0.179922,8,471750142,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.43989815375,14.7168683609,31.947747,33.923052,-0.6304
"Gaia DR3 2429011847945776768",1.10298104959,-9.27364608074,1636148068921376768,2429011847945776768,742697650,0.927,0.6998,4.0008,1.0992,3.6399,54.503,53.444,1.398,-10.695,0.845,0.1197,0.1863,0.2673,-0.1122,-0.0496,-0.1369,0.3475,-0.4,-0.1351,0.1656,194,0,193,1,3.528,274.04773,2.44,2.146105,95,0,,1.6607,0.2282,-0.132,0.046,-0.254,0.174,-0.195,23,14,1.991302,27,7,0,0.093376234,73.949745,0,0,1.186,0.42019007,0.46537867,0.21804513,0.3086239,-43.447,-19.415,-41.043,12.628,0,226,113.38997,0.9278621,122.20563,20.55093,0.009302,23,74.28229612603273,7.0680947,10.5095215,20.66133,0.103347,21,72.14348081766587,6.3732853,11.319669,20.102404,0.09599,1.291,0,0,0,0,0,0.558926,0.110399,0.448526,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",88.84569058712,-68.9730565534,357.29203629365,-8.94052715902,1,0,0,0,0,0,0,0,0,0,0,0.351835,0.0,2.15E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,719454716,96870011029082076,0.076965,1,0,8,21747024,1237652948526104873,0.02461,1,0,8,12854155,0.128921,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,"S00J003132",0.19574,8,479256476,1,0,,,,,,,,,,,,,,,,,1.10274037628,-9.27359854733,22.136507,13.289115,0.1825
"Gaia DR3 6006807364583980544",228.99788052371,-38.93494110661,1636148068921376768,6006807364583980544,229608688,1.1288,1.1908,4.0008,1.7141,2.3341,9.049,-8.314,1.913,-3.571,1.5,-0.0484,-0.0677,-0.1928,0.2473,-0.677,0.4662,-0.2175,-0.6039,0.2886,-0.3251,101,0,101,0,-0.9924,84.56452,0.0,0.0,95,0,,1.6551,0.3467,-0.361,-0.063,0.231,-0.212,-0.262,12,9,2.995456,13,5,0,0.046949778,74.537834,0,0,0.925,0.33133212,0.31631517,0.2793657,0.5549077,-102.503,28.611,-18.603,-34.922,0,100,93.61403,1.2016327,77.9057,20.759014,0.014206,10,39.43985396087469,9.446242,4.1751895,21.348703,0.26006,13,68.44852059942687,8.169415,8.378632,20.159485,0.129639,1.152,0,0,0,0,0,1.189219,0.589689,0.599529,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",331.40728143205,15.81483663298,237.09023329429,-20.06398531669,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,0.0,0.999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S9FT175306",0.217122,8,250356425,1,0,,,,,,,,,,,,,,,,,228.99792802852,-38.93492523367,30.847461,24.293959,-0.3505
"Gaia DR3 4090701881241148672",273.35449339383,-22.22563768605,1636148068921376768,4090701881241148672,797833976,0.1106,0.094,4.0008,0.115,34.7875,45.548,-10.753,0.148,-44.26,0.107,-0.1289,-0.0606,-0.2543,0.2368,-0.2688,0.2455,-0.459,-0.0065,0.1507,-0.0257,220,0,218,2,0.5225,243.56439,0.21,0.6035792,31,0,1.227,,,,,,,,25,16,0.208858,25,10,0,0.032713972,174.61137,0,0,1.024,0.24608502,0.25555912,0.3354612,0.74815094,-135.42,0.55,-30.78,42.507,0,218,1607.81837,2.3755984,676.8056,17.671774,0.003188,3,193.53726370326623,1.9242613,100.57743,19.621632,0.01115,4,2143.8046913065896,17.86068,120.02929,16.419933,0.009803,1.454,0,0,0,0,0,3.201698,1.949858,1.251841,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",8.93948468198,-2.08779237006,273.10567589481,1.17748665145,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.999956,,,,,,,,,,,,,,,,,,,,,,,,,,,332332730,81322733545259629,0.051052,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18132508-2213316 ",0.156266,8,213825905,1,0,,,,,,273.35454502187,-22.22544097468,2.391046,1.760942,-0.0487
"Gaia DR3 2544411851047914624",8.21005178594,1.40570136087,1636148068921376768,2544411851047914624,1281029831,0.1303,0.089,4.0008,0.1642,24.3615,69.361,69.05,0.167,6.564,0.143,0.4683,0.3388,0.03,-0.3031,0.0166,-0.1725,0.0132,0.0363,-0.3904,0.369,371,0,366,5,2.0087,436.79456,0.427,2.2540903,31,0,1.279,,,,,,,,43,17,0.255572,51,10,0,0.076593086,55.964844,0,0,1.075,0.2264045,0.6069066,0.35034475,0.22316016,164.379,-29.089,34.532,40.067,0,411,1207.49749,1.4274225,845.9286,17.98265,0.00304,41,272.23599537754984,14.431038,18.864616,19.251179,0.057622,42,1564.0984221845215,18.226282,85.81555,16.762236,0.013204,1.521,0,39,0,42,0,2.488943,1.268528,1.220415,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",113.27406210648,-61.11682763438,8.09532864883,-1.96444025575,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.999245,3366.7,3359.6,3374.6,4.987,4.9749,4.9973,-0.3666,-0.4001,-0.3425,245.7088,237.2165,253.8441,0.5115,0.4789,0.5524,0.3315,0.3102,0.3581,0.2115,0.1981,0.2279,"MARCS  ",,,,,986017864,109680082100157373,0.052606,1,0,40,89079703,1237678617421414450,0.05114,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NB31005806",0.154384,8,552287027,1,0,,,,,,"00325033+0124204 ",0.044047,8,297564034,1,0,,,,,,8.20974480551,1.40567218689,2.669672,2.29131,0.3914
"Gaia DR3 6034419640611629184",253.71279672439,-26.35850520577,1636148068921376768,6034419640611629184,588554722,1.3635,0.4345,4.0008,1.4432,2.7723,8.815,-5.902,1.137,-6.547,0.74,0.2742,-0.7094,-0.0447,-0.2412,-0.1894,-0.1098,-0.2633,-0.0738,0.1444,0.081,280,0,279,1,1.2126,320.84357,0.0,0.0,95,0,,1.5535,0.1924,-0.095,-0.217,0.256,-0.034,-0.063,32,15,1.624229,32,8,0,0.08356482,9.01769,0,0,1.051,0.4899602,0.6464227,0.06663704,0.3787376,-170.218,-4.869,-53.88,-18.705,0,277,108.71841,0.73295045,148.32982,20.59661,0.007821,27,46.72717766862806,5.0684047,9.219307,21.164618,0.117801,25,75.76220252288972,5.306211,14.278023,20.049265,0.076136,1.127,0,1,0,0,0,1.115353,0.568008,0.547344,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",355.72575155888,10.71650328578,255.41412202187,-3.74017027273,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,,,,,186782095,76372537128180069,0.021689,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.71282599709,-26.35847610685,18.300638,11.965823,0.1022
"Gaia DR3 432732046861447808 ",43.90706380938,43.7142229432,1636148068921376768,432732046861447808,483020546,0.0408,0.0446,4.0008,0.0572,69.961,43.192,41.88,0.066,-10.562,0.065,0.3979,-0.0241,0.1655,0.1494,-0.1317,0.1074,0.3398,0.0475,0.0461,0.2366,354,354,353,1,59.0681,13090.405,0.483,384.2971,31,0,1.539,,,,,,,,40,16,0.102084,43,11,0,0.011172381,124.98522,0,0,3.934,,,,,,,,,0,361,376345.57941,83.38422,4513.391,11.7484,0.002766,40,195665.36664223325,105.152855,1860.7709,12.109757,0.002851,39,258838.6812191733,68.10942,3800.336,11.215323,0.00379,1.208,0,0,0,0,0,0.894435,0.361358,0.533077,37.86,0.62,1,20,1,13,44.319763,2.3235712,0.002981,926.781,7.79,5500.0,3.5,0.0,444,,,,11.019144,0.010572,19,,"NOT_AVAILABLE",145.48993069212,-13.65115489841,54.6741865924,25.76304622589,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.999901,5668.3,5619.0,5731.8,4.2997,4.1904,4.3521,-0.3081,-0.3733,-0.2331,284.6128,254.46,348.0958,0.1966,0.1662,0.2376,0.1639,0.1383,0.1983,0.0882,0.0744,0.1067,"MARCS  ",,,,,,,,,,,384850519,1237661083197112390,0.008696,1,0,8,,,,,,"2858-1175-1 ",0.04821,8,2139981,1,"URAT1-669054697",0.029717,8,162109234,1,0,"J025537.67+434251.2",0.033901,8,627191510,1,0,49267925,3484481,0.089149,1,0,8,"NCJ6000965",0.024999,8,809216332,1,0,,,,,,"02553763+4342513 ",0.01569,8,414365822,1,0,,,,,,43.90680628797,43.71426988719,1.053044,1.021881,0.2313
"Gaia DR3 2764720407495880960",354.14193638182,12.45844516362,1636148068921376768,2764720407495880960,654430574,0.1674,0.1682,4.0008,0.2543,15.7326,22.402,-10.181,0.347,-19.955,0.179,0.413,-0.1078,0.0169,-0.171,-0.2044,-0.5128,0.2753,0.3716,-0.0746,0.2379,660,0,659,1,2.0988,868.8776,0.771,4.142858,95,0,,1.1908,0.0306,0.206,0.038,-0.063,-0.078,-0.06,75,15,0.495924,83,6,0,0.010330401,7.7097116,0,0,1.058,0.0968681,0.74300534,0.37097204,0.4037759,39.446,-34.126,-9.381,-39.531,0,706,597.15481,0.8705766,685.93024,18.74715,0.003178,67,129.36066952632012,8.947657,14.457492,20.059036,0.07515,78,904.832888677983,11.194315,80.82968,17.356474,0.013954,1.732,0,1,0,0,0,2.702562,1.311886,1.390677,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",95.88358258808,-46.4438944622,359.66826700676,13.74331592743,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999937,3165.0,3163.5,3167.1,4.9132,4.9107,4.9161,0.1764,0.165,0.185,288.3413,285.1325,290.9202,0.9128,0.8834,0.9439,0.552,0.5345,0.5709,0.3969,0.3847,0.4097,"MARCS  ",,,,,1240685348,122953541419400663,0.056561,1,0,8,176655539,1237678919665254463,0.112639,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23363406+1227305 ",0.214443,8,330679831,1,0,,,,,,354.14198272046,12.45853385468,5.54541,2.817251,0.2781
"Gaia DR3 4065633123559847808",271.39681410455,-25.66027944203,1636148068921376768,4065633123559847808,1504406057,0.5144,0.3912,4.0008,0.6347,6.3033,4.169,-3.702,0.718,-1.916,0.429,0.4042,0.0533,0.0156,-0.0498,-0.0659,-0.0058,-0.3495,-0.5316,0.0604,0.3749,139,0,139,0,4.0557,225.204,1.783,3.9544942,95,0,,1.3229,0.1352,0.212,0.134,0.219,-0.073,-0.156,16,10,1.053136,19,7,0,0.023120636,103.09464,0,47,1.256,0.074672274,0.42322764,0.21019074,0.64955044,-84.102,-19.389,-35.636,-39.982,0,140,370.20749,2.4174678,153.13853,19.266254,0.007606,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",5.06535552254,-2.17965029113,271.25999911028,-2.22710783585,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S9S6039761",2.219635,8,356041561,1,2,,,,,,,,,,,,,,,,,271.39683235964,-25.66027092684,11.496527,7.002719,0.3704
"Gaia DR3 6054930067997063936",186.85582096435,-61.48149117529,1636148068921376768,6054930067997063936,1159754273,0.8908,0.7189,4.0008,1.1674,3.4272,7.236,-6.552,1.059,3.07,0.879,0.3522,-0.0261,-0.1888,0.0223,0.3573,0.2041,0.0786,0.4691,0.368,0.3729,179,0,178,1,1.9745,239.66664,2.916,2.8386748,95,0,,1.0755,0.2114,-0.128,-0.278,-0.188,-0.29,-0.055,21,15,1.678214,25,8,0,0.04249585,127.977715,0,4,1.106,0.23372418,0.47034827,0.14262109,0.06103779,-100.083,-30.061,-31.34,-35.129,0,201,114.50669,1.0393379,110.17272,20.540289,0.010233,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",300.06888001975,1.25669053478,220.28568412754,-51.58095983671,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.85588195547,-61.48150482115,17.139699,14.028298,0.3592
"Gaia DR3 5601134921656391168",119.31997909797,-27.13367175794,1636148068921376768,5601134921656391168,260769080,0.7067,0.8865,4.0008,1.2753,3.1372,6.428,-3.256,0.892,5.542,1.274,0.0792,0.3493,-0.0672,-0.1708,0.419,-0.1523,0.0214,-0.0435,0.0443,0.1285,171,0,170,1,-0.8402,155.81044,0.0,1.5693264E-15,95,0,,1.6157,0.2296,-0.357,-0.041,-0.269,-0.083,0.096,20,14,1.77938,26,9,2,0.0056855823,0.37799245,0,28,0.952,0.11047398,0.3834853,0.12843226,0.5527182,-63.443,-82.247,57.183,21.056,0,193,91.65508,0.86720634,105.69005,20.781975,0.010636,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",244.32798493912,0.94361267158,129.40240440678,-46.64265193271,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S64U103556",2.001705,8,344413424,1,1,,,,,,,,,,,,,,,,,119.31999535739,-27.13369638943,14.333684,20.382946,0.1431
"Gaia DR3 5882251663775688448",232.97362394168,-57.76533790617,1636148068921376768,5882251663775688448,35620238,0.818,0.7441,4.0008,1.3444,2.9759,1.228,0.191,1.332,-1.213,1.167,-0.3122,0.3768,-0.0878,-0.3163,-0.1225,-0.2624,0.3777,0.1044,-0.1137,-0.0644,324,0,322,2,9.3048,637.0153,5.386,11.908252,95,0,,1.3464,0.2199,-0.242,0.089,-0.163,-0.116,-0.093,37,15,1.878523,40,9,0,0.10313663,41.278587,0,0,1.391,0.32441938,0.21094948,0.17686665,0.34629476,-80.717,36.91,-13.625,-43.349,0,338,110.93807,0.91865635,120.76123,20.574665,0.009403,26,27.086322025001273,3.824517,7.082286,21.756666,0.153328,30,149.71945735594574,6.277624,23.8497,19.3097,0.045681,1.594,0,1,0,2,0,2.446966,1.182001,1.264965,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",323.03784961268,-1.29864366057,246.16838155228,-37.35010839458,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.97362235357,-57.76533251313,21.404369,18.405368,-0.0427
"Gaia DR3 4051819168740875264",277.45488783927,-27.00723243508,1636148068921376768,4051819168740875264,594873011,0.9043,0.8263,4.0008,1.1245,3.5578,7.277,-0.964,1.121,-7.213,0.869,0.2403,-0.237,0.047,-0.1929,-0.4285,-0.057,-0.348,-0.3608,0.1221,0.2471,181,0,178,3,20.9081,961.79675,5.832,36.427387,95,0,,1.7079,0.2088,-0.035,0.188,0.049,-0.154,-0.344,22,15,1.63168,22,22,0,0.35911733,68.159065,15,0,2.316,0.325759,0.28042743,0.5023808,0.77609235,-118.056,-15.755,-31.493,41.836,0,179,210.89749,3.6478155,57.814735,19.877188,0.018981,3,120.39166661004332,28.556162,4.215961,20.13705,0.257545,3,199.9112294385854,32.199913,6.20844,18.995802,0.174922,1.519,0,0,0,0,0,1.141249,0.259863,0.881386,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",6.42287607423,-7.60706521845,276.65228602286,-3.73993840739,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,,,,,163465905,75592774548721668,0.147143,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.45489264639,-27.00720037717,17.917587,14.212889,0.2556
"Gaia DR3 4078510603690412032",280.88366704693,-22.71304041768,1636148068921376768,4078510603690412032,1251105452,1.567,1.4918,4.0008,1.4469,2.7651,10.667,-8.154,1.728,-6.878,1.533,0.6944,-0.0647,-0.3488,-0.6439,-0.1937,-0.4434,-0.5109,-0.4281,-0.0779,0.4231,101,0,100,1,2.7742,141.98363,2.474,1.4172828,95,0,,1.8047,0.3165,-0.181,-0.015,0.384,-0.119,0.046,12,9,3.060583,13,4,0,0.62946236,179.55092,0,0,1.205,0.33049983,0.35839778,0.46214235,0.92973256,-69.895,-37.594,-35.224,42.965,0,108,120.39006,1.437886,83.72712,20.48589,0.013257,6,32.0211640558836,8.695249,3.6826048,21.57495,0.294842,9,86.08847033665563,6.5339384,13.175587,19.910534,0.082492,0.981,0,0,0,0,0,1.664415,1.08906,0.575356,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",11.70175231479,-8.49699618963,280.03073166359,0.34806326825,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,315519878,80742808835924639,0.034085,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.88370633119,-22.71300984753,28.237864,25.322935,0.4638
"Gaia DR3 4525615393521122816",278.59456067801,20.1965656115,1636148068921376768,4525615393521122816,740178868,0.0505,0.0782,4.0008,0.0999,40.0384,7.802,-6.152,0.058,-4.798,0.085,0.0578,-0.0071,0.1429,-0.3677,-0.1042,-0.4324,-0.2857,0.0403,0.0093,0.1667,768,0,763,5,-0.3659,938.8698,0.388,3.212802,95,0,,1.2082,0.0179,-0.017,0.128,0.009,-0.073,-0.184,88,24,0.124288,89,40,0,0.020017508,49.669704,0,0,0.99,0.37797713,0.3792105,0.1537355,0.34825307,-78.903,-88.085,52.48,30.939,0,743,1388.74846,1.4287752,971.9853,17.830809,0.002973,83,206.2452858657967,5.4016113,38.18218,19.552582,0.028572,80,1844.6918325424,5.591651,329.9011,16.583086,0.005011,1.477,0,0,0,0,0,2.969496,1.721773,1.247723,,,,,,,,,,,,,,,,,,,,,,,"VARIABLE     ",49.33084204215,12.68212950397,281.11220578191,43.30487738148,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.999019,3319.7,3316.2,3323.8,4.8858,4.8778,4.8935,-0.0699,-0.0869,-0.0488,232.4165,228.581,236.1796,1.1669,1.1443,1.1878,0.7321,0.7176,0.7453,0.4848,0.4759,0.493,"MARCS  ",,,,,1411950290,132232785945506427,0.020576,1,0,8,235687366,1237666226964468242,0.057278,1,0,40,,,,,,,,,,,"URAT1-551270010",0.064112,8,91351437,1,0,"J183422.69+201147.6",0.043519,8,503173068,1,0,,,,,,,"N29Q044323",0.22377,8,673905080,1,0,,,,,,"18342270+2011476 ",0.016256,8,353231113,1,0,,,,,,278.59458981056,20.19658693623,0.922177,1.380074,0.2094
"Gaia DR3 4689012064226538368",13.88282498047,-72.25423753933,1636148068921376768,4689012064226538368,888002003,0.5618,0.5118,4.0008,0.5921,6.757,4.088,3.858,0.709,1.352,0.665,-0.0831,0.1513,-0.2262,-0.0071,0.0408,-0.0565,0.1249,-0.0145,-0.1624,-0.3026,334,0,309,25,128.3248,41457.69,6.417,1984.228,95,0,,1.2061,0.1469,0.001,0.044,-0.044,0.067,-0.091,36,24,1.093556,45,17,0,0.23060371,66.59748,26,0,9.465,0.065371074,0.12269801,0.06732391,0.16555095,47.12,28.611,41.981,12.797,0,311,2848.23849,4.8882294,582.67285,17.050926,0.003326,36,2145.532942256675,13.805566,155.41072,17.009705,0.007523,36,3759.3160206767193,17.57565,213.89343,15.810123,0.006329,2.073,0,36,0,36,0,1.199581,-0.041222,1.240803,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",302.49182626448,-44.87051446483,313.50459028456,-64.54415775347,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.99998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498350206,0.312948,1,1,12,,,,,,,,,,,,"J005531.84-721515.3",0.190619,12,19951075,1,1,,,,,,,"S0WB234126",0.535404,12,23577239,1,1,,,,,,"00553179-7215151 ",0.341616,12,7649134,1,1,,,,,,13.88276872487,-72.25424354957,11.488545,10.590247,-0.2975
"Gaia DR3 4051419255644969344",275.77836608061,-28.41805502168,1636148068921376768,4051419255644969344,370563018,0.7966,0.7018,4.0008,0.8199,4.8794,4.332,2.428,0.987,3.587,0.75,0.3549,-0.0465,-0.116,-0.1213,-0.1039,-0.0565,-0.4161,0.0014,0.0361,0.2484,181,0,180,1,14.9947,653.7211,5.016,23.197077,95,0,,1.5286,0.2392,0.114,0.189,0.227,-0.043,-0.271,21,14,1.426731,21,9,0,0.17415847,98.5489,0,0,1.901,0.16124594,0.30132812,0.2120468,0.75691366,-155.635,-20.613,-36.8,42.246,0,176,251.87752,1.9727354,127.67932,19.684393,0.008939,4,120.84337420214194,22.307344,5.417201,20.132984,0.200443,4,336.6181138142407,34.8821,9.650167,18.430052,0.112573,1.816,0,1,0,1,0,1.702932,0.448591,1.254341,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",4.47768948176,-6.92160143249,275.10021592106,-5.08101921899,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0E-6,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,111226178,73892757783688593,0.012345,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.77835380985,-28.41807096432,15.909291,12.314856,0.2506
"Gaia DR3 4091381486861841280",275.6167571563,-20.61875994784,1636148068921376768,4091381486861841280,44363001,1.2656,1.2042,4.0008,0.9758,4.0999,5.774,-5.527,1.244,-1.671,1.099,0.779,-0.2538,-0.5329,-0.687,-0.1736,-0.6373,-0.7834,-0.251,-0.0405,0.7134,159,0,159,0,4.1741,248.55942,3.027,3.262394,95,0,,1.4998,0.212,-0.121,-0.108,0.212,-0.082,-0.077,18,11,2.524795,18,9,1,0.049614687,21.958181,0,0,1.246,0.17913981,0.41523623,0.30176812,0.78089595,-118.753,-31.769,-30.252,44.569,0,159,160.47739,1.4178334,113.18493,20.173832,0.00998,11,50.13307542983622,11.239513,4.460431,21.088232,0.243431,11,267.89051892924925,18.601282,14.401723,18.678001,0.075484,1.982,0,0,0,0,0,2.410231,0.9144,1.495831,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",11.35311896617,-3.1848590495,275.26187462553,2.71798629693,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23172036,28670410,4.595711,1,8,8,,,,,,,,,,,,,,,,,,,,,,,275.61678340212,-20.61875252253,20.606479,18.545549,0.7366
